658225,Helsinki,01,FI,60.16952,24.93545
752967,Żyrardów,78,PL,52.0488,20.44599
753142,Żoliborz,78,PL,52.26896,20.98644
753276,Zielonka,78,PL,52.30376,21.16018
753866,Zamość,75,PL,50.72314,23.25196
753895,Zambrów,81,PL,52.9855,22.24319
754351,Ząbki,78,PL,52.29271,21.10539
754454,Wyszków,78,PL,52.59278,21.4584
754800,Wołomin,78,PL,52.34006,21.24207
755330,Wola,78,PL,52.2401,20.98869
755475,Włochy,78,PL,52.17941,20.94612
755889,Wieliczka,77,PL,49.98738,20.06473
756004,Wesoła,78,PL,52.25451,21.22407
756092,Wawer,78,PL,52.19656,21.17752
756135,Warsaw,78,PL,52.22977,21.01178
756320,Ursus,78,PL,52.19517,20.88419
756867,Tomaszów Mazowiecki,74,PL,51.53131,20.00855
756868,Tomaszów Lubelski,75,PL,50.44767,23.41616
757026,Tarnów,77,PL,50.01381,20.98698
757033,Tarnobrzeg,80,PL,50.57304,21.67937
757065,Targówek,78,PL,52.29185,21.04845
757357,Szczytno,85,PL,53.56259,20.98747
757692,Świdnik,75,PL,51.21898,22.69621
757718,Suwałki,81,PL,54.11175,22.93087
757809,Sulejówek,78,PL,52.25221,21.26902
758252,Staszów,84,PL,50.56307,21.16593
758390,Starachowice,84,PL,51.0374,21.07126
758445,Stalowa Wola,80,PL,50.58286,22.05334
758470,Śródmieście,78,PL,52.22904,21.01644
758626,Sokołów Podlaski,78,PL,52.40677,22.25307
758651,Sokółka,81,PL,53.40715,23.50228
758682,Sochaczew,78,PL,52.22944,20.23838
759123,Skierniewice,74,PL,51.95485,20.15837
759141,Skarżysko-Kamienna,84,PL,51.11311,20.87162
759320,Siemiatycze,81,PL,52.42719,22.86231
759412,Siedlce,78,PL,52.16772,22.29006
759591,Sanok,80,PL,49.55573,22.2056
759603,Sandomierz,84,PL,50.68265,21.74898
759734,Rzeszów,80,PL,50.04132,21.99901
760343,Ropczyce,80,PL,50.05229,21.60891
760503,Rembertów,78,PL,52.26059,21.16355
760584,Rawa Mazowiecka,74,PL,51.76437,20.25493
760680,Radzyń Podlaski,75,PL,51.78333,22.61667
760778,Radom,78,PL,51.40253,21.14714
760917,Pułtusk,78,PL,52.7025,21.08276
760924,Puławy,75,PL,51.41655,21.96939
761131,Przeworsk,80,PL,50.05912,22.49408
761168,Przemyśl,80,PL,49.78498,22.76728
761218,Przasnysz,78,PL,53.01907,20.88029
761228,Pruszków,78,PL,52.17072,20.81214
762021,Płońsk,78,PL,52.62348,20.37552
762120,Pisz,85,PL,53.62744,21.81253
762199,Pionki,78,PL,51.47604,21.44995
762381,Piastów,78,PL,,52.18435,20.83952
762423,Piaseczno,78,PL,52.0814,21.02397
762788,Otwock,78,PL,,52.10577,21.26129
762850,Ostrów Mazowiecka,78,PL,52.80245,21.89507
762863,Ostrowiec Świętokrzyski,84,PL,50.92936,21.38525
762909,Ostrołęka,78,PL,53.08621,21.57566
763111,Opoczno,74,PL,51.37569,20.27827
763166,Olsztyn,85,PL,53.77995,20.49416
763291,Olecko,85,PL,54.03374,22.50704
763442,Ochota,78,PL,52.22096,20.98526
763523,Nowy Targ,77,PL,49.47783,20.03228
763534,Nowy Sącz,77,PL,49.62177,20.69705
763556,Nowy Dwór Mazowiecki,78,PL,52.43022,20.71652
763829,Nisko,80,PL,50.51987,22.13968
764312,Mrągowo,85,PL,53.86437,21.30507
764484,Mokotów,78,PL,52.1934,21.03487
764634,Mława,78,PL,53.11278,20.3841
764679,Mińsk Mazowiecki,78,PL,52.17935,21.57251
764749,Milanówek,78,PL,52.11879,20.67155
764849,Mielec,80,PL,50.28709,21.4239
764862,Międzyrzec Podlaski,75,PL,51.9864,22.78248
765191,Marki,78,PL,52.32065,21.10474
765749,Łuków,75,PL,51.929,22.37956
765876,Lublin,75,PL,51.25,22.56667
765927,Lubartów,75,PL,51.46026,22.60952
4565564,Humacao,069,PR,18.14968,-65.82738
766027,Łomża,81,PL,53.17806,22.05935
766042,Łomianki,78,PL,52.33413,20.88602
766307,Lidzbark Warmiński,85,PL,54.12588,20.57954
766555,Legionowo,78,PL,52.40149,20.92664
766583,Łęczna,75,PL,51.30121,22.88135
766783,Łapy,81,PL,52.9911,22.88422
766810,Łańcut,80,PL,50.06871,22.22912
767470,Krosno,80,PL,49.68866,21.77058
767605,Krasnystaw,75,PL,50.98464,23.1742
767623,Kraśnik,75,PL,50.9236,22.22706
767814,Kozienice,78,PL,51.58294,21.54779
768216,Konstancin-Jeziorna,78,PL,52.0938,21.11761
768218,Końskie,84,PL,51.19166,20.40607
768905,Kobyłka,78,PL,52.33953,21.19589
769250,Kielce,84,PL,50.87033,20.62752
769274,Kętrzyn,85,PL,54.07676,21.37527
769893,Kabaty,78,PL,52.13012,21.08148
769981,Józefów,78,PL,,52.13707,21.23589
770157,Jędrzejów,84,PL,50.63945,20.30454
770293,Jasło,80,PL,49.74506,21.47252
770380,Jarosław,80,PL,50.01623,22.67776
770966,Hrubieszów,75,PL,50.80502,23.89251
771158,Hajnówka,81,PL,52.74328,23.58122
771401,Grodzisk Mazowiecki,78,PL,52.10387,20.6337
771506,Grajewo,81,PL,53.64728,22.45537
771804,Gorlice,77,PL,49.65563,21.16035
772195,Giżycko,85,PL,54.03811,21.76441
772227,Gierłoż,85,PL,54.08134,21.49551
772339,Garwolin,78,PL,51.89747,21.61466
772621,Ełk,85,PL,53.82824,22.36469
772748,Działdowo,85,PL,53.23958,20.17004
773357,Dęblin,75,PL,51.55912,21.84829
773380,Dębica,80,PL,50.05146,21.41141
774208,Ciechanów,78,PL,52.88141,20.61996
774558,Chełm,75,PL,51.14312,23.4716
774747,Busko-Zdrój,84,PL,50.47078,20.71884
775183,Brzesko,77,PL,49.96911,20.60606
775758,Bochnia,77,PL,49.96905,20.43028
775922,Biłgoraj,75,PL,50.54114,22.72204
775986,Bielsk Podlaski,81,PL,52.76512,23.18647
776029,Bielany,78,PL,52.29242,20.93531
776069,Białystok,81,PL,53.13333,23.16433
776103,Białołeka,78,PL,52.32127,20.97204
776175,Biała Podlaska,75,PL,52.03238,23.11652
776251,Bemowo,78,PL,52.2546,20.90844
776337,Bartoszyce,85,PL,54.25354,20.80819
776597,Augustów,81,PL,53.84321,22.97979
3079855,Żywiec,83,PL,49.68529,19.19243
3080004,Żory,83,PL,50.04523,18.70062
3080071,Złotów,86,PL,53.36346,17.04082
3080074,Złotoryja,72,PL,51.12637,15.91979
3080165,Zielona Góra,76,PL,51.93548,15.50643
3080231,Zgorzelec,72,PL,51.14942,15.00835
3080251,Zgierz,74,PL,51.85561,19.40623
3080414,Zduńska Wola,74,PL,51.59915,18.93974
3080526,Zawiercie,83,PL,50.48766,19.41679
3080644,Żary,76,PL,51.64205,15.13727
3080866,Zakopane,77,PL,49.29899,19.94885
3080944,Żagań,76,PL,51.61759,15.31486
3080985,Zabrze,83,PL,50.32492,18.78576
3081046,Ząbkowice Śląskie,72,PL,50.58969,16.81239
3081324,Września,86,PL,52.32512,17.56519
3081368,Wrocław,72,PL,51.1,17.03333
3081677,Wodzisław Śląski,83,PL,50.00377,18.47205
3081741,Włocławek,73,PL,52.64817,19.0678
3082197,Wieluń,74,PL,51.22097,18.56964
3082473,Wejherowo,82,PL,54.60568,18.23559
3082704,Wałcz,87,PL,53.27787,16.47122
3082707,Wałbrzych,72,PL,50.77141,16.28432
3082712,Wągrowiec,86,PL,52.80842,17.19961
3082722,Wadowice,77,PL,49.88335,19.49292
3082751,Ustroń,83,PL,49.72153,18.80198
3082756,Ustka,82,PL,54.58048,16.86194
3082914,Tychy,83,PL,50.13717,18.96641
3082998,Turek,86,PL,52.01548,18.50055
3083111,Trzebinia,77,PL,50.15931,19.46966
3083185,Trzcianka,86,PL,53.04063,16.45629
3083271,Toruń,73,PL,53.01375,18.59814
3083426,Tczew,82,PL,54.09242,18.77787
3083440,Tarnowskie Góry,83,PL,50.44548,18.86147
3083826,Szczecinek,87,PL,53.70791,16.69937
3083829,Szczecin,87,PL,53.42894,14.55302
3083878,Szamotuły,86,PL,52.61201,16.57794
3083955,Świnoujście,87,PL,53.91053,14.24712
3083988,Świętochłowice,83,PL,50.29636,18.91726
3084062,Świebodzin,76,PL,52.24751,15.53355
3084074,Świecie,73,PL,53.40953,18.44742
3084084,Świebodzice,72,PL,50.85975,16.3282
3084085,Świdwin,87,PL,53.77464,15.77671
3084093,Świdnica,72,PL,50.84378,16.48859
3084130,Swarzędz,86,PL,52.41289,17.08503
3084241,Sulechów,76,PL,52.08362,15.62513
3084415,Strzelce Opolskie,79,PL,50.5107,18.30056
3084440,Strzegom,72,PL,50.96264,16.35006
3084826,Starogard Gdański,82,PL,53.96396,18.52638
3084840,Stargard Szczeciński,87,PL,53.33672,15.0499
3085045,Środa Wielkopolska,86,PL,52.22843,17.27617
3085056,Śrem,86,PL,52.08868,17.01508
3085128,Sosnowiec,83,PL,50.28682,19.10385
3085151,Sopot,82,PL,54.4418,18.56003
3085172,Solec Kujawski,73,PL,53.08371,18.22572
3085450,Słupsk,82,PL,54.46405,17.02872
3085495,Słubice,76,PL,52.35088,14.56065
3085807,Skawina,77,PL,49.97524,19.82869
3085941,Sierpc,78,PL,52.8568,19.66913
3085978,Sieradz,74,PL,51.59584,18.73023
3086024,Siemianowice Śląskie,83,PL,50.32738,19.02901
3086511,Rypin,73,PL,53.06603,19.40941
3086531,Rydułtowy,83,PL,50.05857,18.41703
3086586,Rybnik,83,PL,50.09713,18.54179
3086706,Rumia,82,PL,54.57092,18.38802
3086800,Ruda Śląska,83,PL,50.2584,18.85632
3087281,Reda,82,PL,54.60528,18.34717
3087307,Rawicz,86,PL,51.60946,16.85852
3087418,Radzionków,83,PL,50.40026,18.90232
3087497,Radomsko,74,PL,51.06713,19.44477
3087529,Radlin,83,PL,50.0502,18.47626
3087584,Racibórz,83,PL,50.09195,18.21928
3087628,Pyskowice,83,PL,50.4,18.63333
3087705,Pszczyna,83,PL,49.98037,18.95382
3088034,Pruszcz Gdański,82,PL,54.26217,18.63625
3088065,Prudnik,79,PL,50.32124,17.57461
3088171,Poznań,86,PL,52.40692,16.92993
3088435,Polkowice,72,PL,51.50391,16.07261
3088461,Police,87,PL,53.55214,14.57182
4568917,Yauco,153,PR,18.03496,-66.8499
3088825,Płock,78,PL,52.54682,19.70638
3088848,Pleszew,86,PL,51.89636,17.78549
3088972,Piotrków Trybunalski,74,PL,51.40547,19.70321
3089033,Piła,86,PL,53.15145,16.73782
3089125,Piekary Śląskie,83,PL,50.38017,18.92653
3089578,Pabianice,74,PL,51.66446,19.35473
3089582,Ozorków,74,PL,51.96336,19.29139
3089658,Oświęcim,77,PL,50.03437,19.21037
3089684,Ostrów Wielkopolski,86,PL,51.65501,17.80686
3089779,Ostróda,85,PL,53.69671,19.96486
3089965,Orzesze,83,PL,50.15595,18.77923
3090048,Opole,79,PL,50.67211,17.92533
3090146,Olkusz,77,PL,50.2813,19.56503
3090170,Oleśnica,72,PL,51.21338,17.38986
3090205,Oława,72,PL,50.9466,17.2926
3090403,Oborniki,86,PL,52.64739,16.81406
3090436,Nysa,79,PL,,50.47379,17.33437
3090452,Nowy Tomyśl,86,PL,52.3195,16.12844
3090558,Nowogard,87,PL,53.67437,15.1163
3090764,Nowa Sól,76,PL,51.80333,15.71702
3090768,Nowa Ruda,72,PL,50.58008,16.50164
3091141,Namysłów,79,PL,51.07592,17.72284
3091150,Nakło nad Notecią,73,PL,53.14214,17.60181
3091217,Myszków,83,PL,50.5752,19.32461
3091232,Mysłowice,83,PL,50.20745,19.16668
3091256,Myślenice,77,PL,49.83383,19.9383
3091831,Mikołów,83,PL,50.17103,18.9041
3091969,Międzyrzecz,76,PL,52.44461,15.57801
3092472,Malbork,82,PL,54.03591,19.0266
3092856,Luboń,86,PL,52.34705,16.89267
3092906,Lubliniec,83,PL,50.66897,18.6844
3092931,Lubin,72,PL,51.40089,16.20149
3093040,Lubań,72,PL,51.12014,15.28768
3093066,Łowicz,74,PL,52.10714,19.94525
3093133,Łódź,74,PL,51.75,19.46667
3093457,Libiąż,77,PL,50.10396,19.31568
3093524,Leszno,86,PL,51.84034,16.57494
3093692,Legnica,72,PL,51.21006,16.1619
3093708,Lędziny,83,PL,50.14264,19.13149
3093726,Łęczyca,74,PL,52.05959,19.19972
3093739,Lębork,82,PL,54.53921,17.75012
3093785,Łaziska Górne,83,PL,50.14952,18.84215
3093902,Łask,74,PL,51.59056,19.13278
3094086,Kwidzyn,82,PL,53.72495,18.93114
3094170,Kutno,74,PL,52.23064,19.36409
3094625,Krotoszyn,86,PL,51.69868,17.43738
3094788,Krapkowice,79,PL,50.47515,17.96539
3094802,Kraków,77,PL,50.06143,19.93658
3095049,Koszalin,87,PL,54.19438,16.17222
3095057,Kostrzyn nad Odrą,76,PL,52.58713,14.64953
3095126,Kościerzyna,82,PL,54.12226,17.98119
3095151,Kościan,86,PL,52.08829,16.64866
3095277,Konstantynów Łódzki,74,PL,51.74776,19.32564
3095321,Konin,86,PL,52.22338,18.25121
3095795,Kołobrzeg,87,PL,54.17565,15.58342
3095797,Koło,86,PL,52.20024,18.63865
3095971,Knurów,83,PL,50.21971,18.65067
3096003,Kluczbork,79,PL,50.97281,18.21816
3096053,Kłodzko,72,PL,50.43488,16.66145
3096328,Kęty,77,PL,49.88214,19.22333
3096372,Kędzierzyn-Koźle,79,PL,50.34984,18.22606
3096472,Katowice,83,PL,50.25841,19.02754
3096525,Kartuzy,82,PL,54.33424,18.19735
3096779,Kamienna Góra,72,PL,50.78314,16.03037
3096880,Kalisz,86,PL,51.76109,18.09102
3097257,Jelenia Góra,72,PL,50.89973,15.72899
3097271,Jelcz,72,PL,51.02102,17.32095
3097333,Jaworzno,83,PL,50.20528,19.27498
3097367,Jawor,72,PL,51.05132,16.19347
3097391,Jastrzębie Zdrój,83,PL,49.95542,18.57479
3097528,Jarocin,86,PL,51.97266,17.50256
3097872,Inowrocław,73,PL,52.79886,18.26387
3097902,Iława,85,PL,53.59601,19.56849
3098130,Gubin,76,PL,51.94956,14.72837
3098200,Gryfino,87,PL,53.25243,14.48831
3098201,Gryfice,87,PL,53.9165,15.20027
3098218,Grudziądz,73,PL,53.48411,18.75366
3098619,Gostynin,78,PL,52.42938,19.46194
3098625,Gostyń,86,PL,51.88247,17.01225
3098722,Gorzów Wielkopolski,76,PL,52.73679,15.22878
3098966,Goleniów,87,PL,53.56392,14.82854
3099112,Gniezno,86,PL,52.53481,17.58259
3099169,Głuchołazy,79,PL,50.31505,17.38355
3099180,Głowno,74,PL,51.96463,19.71565
3099213,Głogów,72,PL,51.66361,16.0845
3099230,Gliwice,83,PL,50.29761,18.67658
3099424,Gdynia,82,PL,54.51889,18.53188
3099434,Gdańsk,82,PL,54.35205,18.64637
3099654,Fordon,73,PL,53.14821,18.17036
3099759,Elbląg,85,PL,54.1522,19.40884
3099828,Dzierżoniów,72,PL,50.7282,16.65141
3100796,Dąbrowa Górnicza,83,PL,50.31818,19.2374
3100946,Częstochowa,83,PL,50.79646,19.12409
3100974,Czerwionka-Leszczyny,83,PL,50.15007,18.67762
3101057,Czeladź,83,PL,50.31542,19.07824
3101076,Czechowice-Dziedzice,83,PL,49.91342,19.00479
3101321,Cieszyn,83,PL,49.75133,18.63213
3101547,Chrzanów,77,PL,50.13546,19.40203
3101613,Choszczno,87,PL,53.16905,15.42054
3101619,Chorzów,83,PL,50.30582,18.9742
3101672,Chojnice,82,PL,53.69554,17.55701
3101680,Chodzież,86,PL,52.99505,16.9198
3101787,Chełmża,73,PL,53.18463,18.60466
3101795,Chełmno,73,PL,53.34855,18.4251
3101943,Bytów,82,PL,54.17057,17.49187
3101950,Bytom,83,PL,50.34802,18.93282
3102014,Bydgoszcz,73,PL,53.1235,18.00762
3102459,Brzeg,79,PL,50.86079,17.4674
3102627,Brodnica,73,PL,53.25967,19.39653
3102677,Braniewo,85,PL,54.37971,19.81959
3102987,Bolesławiec,72,PL,51.26418,15.5697
3103034,Boguszów-Gorce,72,PL,50.75514,16.20494
3103096,Bogatynia,72,PL,50.90747,14.95634
3103365,Bieruń,83,PL,50.09,19.09291
3103402,Bielsko-Biala,83,PL,49.82245,19.04686
3103476,Bielawa,72,PL,50.69075,16.623
3103556,Białogard,87,PL,54.00696,15.98751
3103709,Bełchatów,74,PL,51.36883,19.35671
3103719,Będzin,83,PL,50.32607,19.12565
3104115,Andrychów,77,PL,49.85497,19.33834
3104132,Aleksandrów Łódzki,74,PL,51.81965,19.30384
6545326,Ursynów,78,PL,52.15051,21.05041
6545347,Praga Północ,78,PL,52.25443,21.03472
6545348,Praga Południe,78,PL,52.24424,21.08545
7303641,Jelcz Laskowice,72,PL,51.02134,17.31649